ID,birth,education,marital_status,income,number_of_children,days_since_last_purchase,customer_enrollment_date,customer_complaint_status,discounted_purchases,website_purchases,catalogue_purchases,store_purchases,web_visits_month,campaign1_accepted,campaign2_accepted,campaign3_accepted,campaign4_accepted,campaign5_accepted
2296,1975,Master,Married,37368.0,1,4,16-12-2013,0,1,1,0,2,6,0,0,1,0,0
6382,1953,Graduation,Together,48794.0,2,97,26-06-2014,0,1,1,0,3,4,0,0,0,0,0
10704,1969,Graduation,Single,54803.0,1,65,21-08-2012,0,2,6,2,9,4,0,0,0,0,0
5543,1966,Graduation,Together,57811.0,1,49,24-06-2013,0,5,7,2,11,5,0,0,0,1,0
4370,1966,Graduation,Together,43482.0,3,83,13-11-2013,0,3,2,0,4,6,0,0,0,0,0
5883,1972,Graduation,Married,77981.0,1,78,26-05-2013,0,3,7,4,7,5,0,0,0,0,0
2607,1953,Graduation,Single,40464.0,1,78,11-01-2013,0,6,8,2,8,8,0,0,0,0,0
1994,1983,Graduation,Married,,1,11,15-11-2013,0,1,1,0,2,7,0,0,0,0,0
4785,1970,PhD,Together,77622.0,2,3,14-04-2014,0,2,6,3,11,3,0,0,0,0,0
7829,1900,2n Cycle,Divorced,36640.0,1,99,26-09-2013,1,1,2,1,2,5,0,0,0,0,0
1764,1975,Graduation,Single,33955.0,1,92,09-08-2013,0,4,5,1,5,8,0,0,0,0,0
466,1944,Graduation,Married,65275.0,0,9,03-04-2013,0,1,4,3,13,2,0,0,0,0,0
10785,1969,Graduation,Married,44078.0,2,17,19-06-2014,0,2,2,0,3,5,0,0,0,0,0
7037,1974,PhD,Married,37087.0,1,50,11-08-2013,0,3,4,2,8,6,0,0,0,0,0
6866,1969,Master,Together,35924.0,2,56,23-03-2014,0,1,1,0,3,5,0,0,0,0,0
7822,1976,Graduation,Together,54058.0,1,56,04-06-2013,0,2,4,6,8,3,0,0,0,0,0
7960,1962,2n Cycle,Together,82122.0,0,89,15-08-2013,0,1,3,9,13,1,0,0,0,0,1
6749,1966,Graduation,Single,86358.0,2,78,08-08-2012,0,4,5,3,6,8,0,0,0,0,0
8717,1975,PhD,Married,80427.0,1,56,12-09-2012,0,1,11,8,8,5,0,0,0,0,0
7732,1978,Graduation,Married,64813.0,1,81,02-01-2014,0,1,7,2,10,5,0,0,0,0,0
4865,1974,Master,Divorced,53367.0,2,2,31-08-2013,0,7,5,1,8,7,0,0,0,0,0
773,1971,Master,Divorced,42835.0,2,64,30-06-2013,0,7,6,6,4,6,0,0,0,0,0
1139,1984,PhD,Married,73356.0,0,56,06-02-2014,0,1,5,11,5,2,1,0,1,0,1
271,1969,Graduation,Widow,40590.0,2,30,02-10-2013,0,5,3,4,3,6,0,0,1,0,0
1272,1965,Master,Single,55250.0,1,49,21-10-2012,0,4,7,5,10,5,0,0,0,0,0
10981,1988,Graduation,Married,84219.0,0,27,02-02-2014,0,1,3,4,10,1,0,0,0,0,0
3711,1944,Master,Married,80184.0,0,19,01-03-2014,0,1,6,3,10,3,1,0,0,0,1
1544,1967,Master,Divorced,81380.0,0,51,22-12-2012,0,1,4,2,10,2,0,0,0,0,0
8939,1959,Graduation,Divorced,61250.0,1,49,16-12-2012,0,6,5,2,12,5,0,0,0,0,0
2256,1973,Master,Married,27159.0,2,33,29-03-2014,0,2,1,0,3,6,0,0,0,0,0
5929,1973,PhD,Married,37401.0,1,14,06-05-2014,0,2,2,0,3,7,0,0,0,0,0
10104,1974,Graduation,Together,33590.0,3,65,03-11-2013,0,12,1,0,2,7,0,0,0,0,0
8910,1955,Graduation,Together,42586.0,2,7,29-10-2012,0,5,4,1,6,8,0,0,0,0,0
5863,1953,Graduation,Married,47703.0,1,95,29-05-2013,0,4,6,3,8,5,0,0,0,0,0
221,1955,Graduation,Married,48726.0,1,90,27-04-2013,0,3,3,2,4,6,0,0,0,0,0
7628,1973,2n Cycle,Married,43050.0,1,10,18-03-2014,0,2,2,0,4,5,0,0,0,0,0
10812,1978,PhD,Married,46377.0,1,89,01-03-2014,0,1,2,1,3,4,0,0,0,0,0
1277,1960,Graduation,Together,78468.0,0,29,09-04-2014,0,1,10,7,10,4,1,0,0,0,0
6507,1980,Graduation,Single,30828.0,1,16,04-10-2013,0,2,1,1,4,3,0,0,0,0,0
8749,1984,Graduation,Together,37235.0,1,68,01-02-2014,0,1,1,1,2,4,0,0,0,0,0
5513,1966,Graduation,Together,37758.0,2,49,04-10-2012,0,2,1,0,3,8,0,0,0,0,0
378,1971,Graduation,Married,52531.0,0,68,30-12-2012,0,2,7,2,10,6,0,0,0,0,0
4756,1952,2n Cycle,Divorced,63998.0,0,42,20-12-2013,0,1,7,6,11,4,0,0,0,0,0
7698,1976,PhD,Married,51650.0,1,81,11-05-2014,0,1,4,1,4,5,0,0,0,0,0
9283,1978,Graduation,Single,60199.0,3,49,12-09-2013,0,1,0,0,3,4,0,0,0,0,0
6678,1989,Graduation,Together,31928.0,1,5,28-03-2014,0,2,3,0,4,7,0,0,0,0,0
3732,1955,Master,Married,52750.0,1,72,04-02-2013,0,6,5,7,9,4,0,0,0,0,0
368,1974,Graduation,Married,40049.0,1,61,29-11-2012,0,3,3,2,6,5,0,0,0,0,0
9305,1976,2n Cycle,Single,79689.0,0,65,12-05-2013,0,1,4,9,13,2,0,0,0,0,0
405,1964,Graduation,Divorced,41638.0,1,68,13-02-2013,0,4,5,5,3,8,0,0,1,0,0
1291,1978,PhD,Together,27683.0,1,90,04-08-2012,0,4,6,2,4,8,0,0,0,0,0
8702,1976,2n Cycle,Together,26907.0,2,10,20-08-2013,0,2,1,0,3,7,0,0,0,0,0
4786,1977,Graduation,Married,75330.0,2,94,04-10-2012,0,4,10,3,12,6,0,0,0,0,0
8362,1982,PhD,Married,84169.0,0,9,07-08-2013,0,1,7,6,6,3,0,0,0,1,1
10479,1975,PhD,Married,76618.0,0,64,07-12-2012,0,1,3,2,5,1,0,0,0,0,0
8514,1976,Graduation,Together,29478.0,1,59,17-01-2014,0,1,1,0,3,6,0,0,0,0,0
10380,1972,Master,Married,37787.0,1,50,20-09-2013,0,1,3,0,3,8,0,0,0,0,0
618,1977,PhD,Married,69389.0,1,17,28-09-2012,0,1,7,2,12,4,0,0,0,0,0
5062,1963,PhD,Married,54072.0,2,71,27-07-2013,0,1,2,0,2,8,0,0,0,0,0
5544,1970,Graduation,Single,67384.0,1,32,10-11-2012,0,2,7,8,5,5,0,0,0,1,0
5207,1963,PhD,Married,53378.0,2,41,24-09-2012,0,10,9,4,6,8,0,0,0,0,0
10446,1957,PhD,Married,82017.0,0,58,07-11-2012,0,1,5,4,7,2,1,0,0,1,1
6460,1982,Graduation,Married,28718.0,1,78,13-07-2013,0,2,2,0,3,8,0,0,0,0,0
4472,1970,PhD,Divorced,35682.0,1,34,27-06-2014,0,1,1,1,3,2,0,0,0,0,0
73,1953,PhD,Single,51411.0,3,81,26-05-2013,0,1,0,0,3,5,0,0,0,0,0
4356,1971,Graduation,Together,71819.0,1,70,28-08-2013,0,3,3,3,5,6,0,0,0,1,1
1446,1956,Master,Single,86424.0,0,12,05-04-2014,0,1,6,9,12,1,0,0,0,0,0
3525,1970,Graduation,Together,38200.0,2,19,07-12-2012,0,1,1,0,2,7,0,0,0,0,0
4094,1961,Graduation,Married,60544.0,2,92,25-08-2012,0,4,5,1,5,6,0,0,0,0,0
5012,1989,Graduation,Married,28691.0,1,56,04-07-2013,0,1,1,0,3,8,0,0,0,0,0
1160,,Graduation,Married,13260.0,2,48,23-08-2013,0,4,3,0,3,8,0,0,0,0,0
7196,1950,PhD,Married,41145.0,2,20,08-02-2014,0,1,0,0,3,3,0,0,0,0,0
6461,1969,Master,Single,62772.0,1,74,19-05-2013,0,1,5,6,11,2,0,0,0,1,0
1859,1972,Master,Married,75251.0,0,34,27-08-2012,0,1,7,6,5,5,0,0,0,0,0
9972,,PhD,Together,46015.0,2,25,13-04-2014,0,1,1,0,3,7,0,1,1,0,0
10676,1982,Graduation,Married,63211.0,0,3,02-11-2012,0,2,3,8,7,2,0,0,0,0,0
2736,1978,Graduation,Married,73807.0,1,88,02-01-2013,0,2,5,5,11,2,0,0,0,0,0
4764,1952,Master,Together,40442.0,2,52,19-08-2012,0,4,3,1,4,7,0,0,0,0,0
3667,1969,Graduation,Married,80952.0,0,20,28-02-2013,0,1,8,5,11,8,1,0,0,1,1
4391,1968,Master,Divorced,63841.0,1,64,21-04-2013,0,1,9,3,9,6,0,0,0,0,0
5287,1973,Graduation,Married,34961.0,1,77,19-06-2014,0,3,3,1,3,7,0,0,0,0,0
7901,1971,Master,Married,34109.0,1,39,06-11-2013,0,1,0,0,3,4,0,0,0,0,0
1175,1983,Master,Married,36262.0,0,24,20-09-2013,0,1,3,5,3,6,0,0,1,0,0
2447,1979,Graduation,Together,30545.0,1,71,17-10-2012,0,2,2,0,3,7,0,0,0,0,0
7786,1986,PhD,Single,29999.0,1,22,13-02-2013,0,4,3,1,4,8,0,0,0,0,0
10521,1977,Graduation,Married,54809.0,2,0,11-09-2013,0,4,2,1,5,4,0,0,0,0,0
1744,1965,Basic,Single,23529.0,1,67,07-01-2013,0,1,1,1,2,6,0,0,0,0,0
7165,1972,Graduation,Together,64474.0,1,59,22-10-2013,0,2,8,2,10,5,0,0,0,0,0
8182,1984,Graduation,Married,23228.0,1,91,05-01-2014,0,4,3,0,4,8,0,0,0,0,0
9750,1961,PhD,Divorced,64325.0,1,41,07-02-2013,0,5,10,3,5,7,0,0,0,0,0
2579,1957,Graduation,Married,71113.0,1,95,17-12-2013,0,4,6,7,9,4,0,0,0,0,0
7723,1979,Graduation,Together,75507.0,0,56,02-05-2014,0,1,8,6,6,3,0,0,0,0,0
7300,1952,Graduation,Divorced,69142.0,1,50,29-06-2014,0,3,8,1,7,5,0,0,0,1,0
10681,1970,2n Cycle,Married,62466.0,1,13,15-01-2014,0,5,6,3,12,4,0,0,0,0,0
2109,1990,Graduation,Single,96843.0,0,60,23-04-2013,0,1,6,11,10,2,0,0,0,0,1
5237,1950,PhD,Single,48767.0,3,79,01-01-2014,0,3,2,1,3,5,0,0,0,0,0
807,1969,Master,Together,44602.0,2,35,15-02-2014,0,6,6,1,4,8,0,0,0,0,0
7409,1970,Graduation,Together,53187.0,1,66,26-10-2013,0,2,4,1,6,5,0,0,0,0,0
6730,1954,Graduation,Married,38998.0,2,92,03-11-2012,1,3,2,0,3,8,0,0,0,0,0
8773,1971,Master,Together,57420.0,1,22,25-06-2013,0,3,5,1,6,7,0,0,0,1,0
9988,1976,Master,Single,70379.0,1,84,03-03-2013,0,3,6,3,13,4,0,0,0,0,0
49,1970,Graduation,Single,20587.0,1,39,11-05-2014,0,1,1,1,2,7,0,0,0,0,0
7617,1974,Graduation,Single,42373.0,2,83,15-08-2013,0,5,2,1,5,5,0,0,0,0,0
9262,1984,2n Cycle,Together,32414.0,0,11,04-07-2013,0,1,1,0,3,7,0,0,1,0,0
9493,1980,PhD,Single,76412.0,0,15,05-05-2013,0,1,5,4,8,3,1,0,0,0,1
4268,1959,Graduation,Married,53154.0,1,50,09-06-2014,0,1,3,1,4,4,0,0,0,0,0
11100,1972,Graduation,Divorced,51813.0,2,37,11-04-2013,0,2,2,0,3,7,0,0,0,0,0
2416,1969,PhD,Single,66582.0,0,83,03-03-2014,0,1,2,8,9,1,0,0,0,0,0
1044,1953,Graduation,Together,58398.0,0,44,14-05-2013,0,3,5,4,8,4,0,0,0,0,0
4114,1964,Master,Married,79143.0,0,2,11-08-2012,0,1,6,9,13,3,0,0,0,0,0
9010,1972,Master,Married,83151.0,0,80,10-02-2013,0,1,5,7,10,2,1,0,1,0,1
4832,1979,Graduation,Married,27244.0,1,84,07-03-2014,0,2,2,2,2,7,0,0,0,0,0
10402,1967,Graduation,Married,35441.0,2,94,14-02-2013,0,2,1,0,3,8,0,0,0,0,0
8588,1961,Graduation,Married,60544.0,2,92,25-08-2012,0,4,5,1,5,6,0,0,0,0,0
7141,1986,Master,Single,21888.0,1,15,29-12-2012,0,4,5,1,2,10,0,0,0,0,0
10146,,PhD,Together,38887.0,1,17,02-03-2014,0,1,1,0,3,7,0,0,0,0,0
2926,1952,Master,Together,55951.0,1,62,23-08-2012,0,3,3,6,11,8,0,1,0,1,0
10489,1973,Graduation,Married,92955.0,0,35,19-08-2013,0,1,6,7,9,2,1,0,0,0,1
3220,1983,Graduation,Married,39922.0,1,30,14-02-2013,0,2,3,0,4,8,0,0,0,0,0
2452,1971,Graduation,Together,34600.0,2,8,01-01-2013,0,5,5,2,5,8,0,0,0,0,0
1502,1983,Graduation,Together,28427.0,1,67,21-03-2013,0,2,2,0,3,8,0,0,0,0,0
6428,1950,PhD,Widow,76842.0,0,37,03-05-2014,0,1,1,8,7,0,0,0,0,0,0
5734,1974,PhD,Married,61917.0,2,83,20-11-2013,0,1,2,0,4,5,0,0,0,0,0
2861,1983,Graduation,Single,24072.0,1,79,16-04-2013,0,1,1,0,2,8,0,0,0,0,0
2639,1966,Graduation,Single,43602.0,2,45,10-01-2014,0,3,3,1,2,6,0,0,0,0,0
78,1969,Graduation,Married,25293.0,1,51,15-09-2013,0,1,1,1,2,8,0,0,0,0,0
574,1964,Graduation,Married,42523.0,0,96,23-04-2014,0,1,1,1,4,2,0,0,0,0,0
3066,1975,PhD,Together,61905.0,1,2,04-02-2014,0,2,4,2,4,5,0,0,0,0,0
1071,1976,PhD,Divorced,70179.0,1,10,21-07-2013,0,3,7,3,13,5,0,0,0,0,0
5025,1979,Graduation,Single,48526.0,1,32,24-12-2013,0,1,2,1,4,3,0,0,0,0,0
7250,1978,Graduation,Together,57867.0,1,48,01-10-2013,0,7,7,2,9,6,0,0,0,0,0
10490,1969,PhD,Married,51039.0,2,11,10-12-2012,0,2,6,2,4,7,0,0,0,0,0
6376,1979,Graduation,Single,57537.0,1,83,10-06-2013,0,4,4,3,8,4,0,0,0,0,0
948,1971,Graduation,Single,10245.0,1,32,15-05-2013,0,3,1,2,2,5,0,0,0,0,0
5534,1975,Master,Married,47808.0,1,30,20-10-2013,0,2,3,2,3,7,0,0,1,0,0
4992,1975,Master,Together,17459.0,1,12,19-09-2013,0,3,3,1,2,7,0,0,0,0,0
6673,1965,Graduation,Single,23478.0,0,51,19-03-2013,0,1,3,0,3,8,0,0,0,0,0
7010,1965,2n Cycle,Married,70924.0,0,41,07-04-2014,0,1,6,6,7,3,0,0,0,0,1
10701,1973,Graduation,Married,65308.0,0,60,11-09-2013,0,1,7,8,12,4,1,0,0,0,1
9723,1960,Graduation,Married,67716.0,1,8,10-01-2013,0,4,7,4,13,5,0,0,0,1,0
4333,1954,Graduation,Together,32144.0,2,76,23-03-2014,0,4,2,1,3,7,0,0,0,1,0
10888,1961,Graduation,Single,45938.0,0,46,03-11-2013,0,2,8,4,6,6,0,0,0,0,0
10401,1976,2n Cycle,Together,26326.0,0,12,04-09-2013,1,1,0,0,3,3,0,0,0,0,0
6977,1974,Graduation,Together,75702.0,1,87,14-10-2012,0,1,10,5,13,6,0,0,0,0,1
9543,1985,Graduation,Married,19986.0,1,74,14-11-2013,0,1,0,0,3,7,0,0,0,0,0
2114,1946,PhD,Single,82800.0,0,23,24-11-2012,0,1,7,6,12,3,1,0,0,0,1
5046,1958,Graduation,Divorced,78331.0,1,97,23-01-2014,0,2,10,6,7,4,0,0,0,0,0
1142,1953,PhD,Married,55707.0,1,91,22-12-2013,0,2,3,2,9,3,0,0,0,0,0
10403,1978,Graduation,Together,16531.0,1,43,18-06-2014,0,3,3,0,3,7,0,0,0,0,0
6958,1977,Master,Married,27889.0,1,42,05-07-2013,0,1,1,1,2,6,0,0,0,0,0
9973,1963,Graduation,Married,50437.0,2,28,17-10-2012,0,3,7,1,8,7,0,0,0,0,0
1409,1951,Graduation,Together,40689.0,1,69,18-03-2013,0,7,7,1,5,8,0,0,0,0,0
7646,1989,Graduation,Single,64449.0,1,70,18-02-2014,0,4,5,3,12,4,0,0,0,0,0
10340,1984,Graduation,Together,35196.0,1,68,13-11-2012,0,6,6,1,5,8,0,0,0,0,0
10001,1985,2n Cycle,Together,7500.0,1,98,01-08-2012,0,4,2,1,3,9,0,0,0,0,0
6203,1947,Graduation,Together,74485.0,0,58,,0,1,6,7,12,3,0,0,0,0,0
10573,1953,Graduation,Divorced,62551.0,0,27,18-11-2013,0,1,6,7,4,3,0,0,1,0,0
4385,1981,PhD,Single,36038.0,1,82,31-05-2013,0,2,3,0,3,6,0,0,0,0,0
9925,1981,PhD,Together,39665.0,1,97,25-05-2013,0,3,4,2,3,7,0,0,1,0,0
5642,1979,Master,Together,62499.0,1,0,09-12-2013,0,2,3,1,6,4,0,0,0,0,0
2521,1971,Master,Married,35178.0,1,10,10-01-2013,0,1,1,1,2,7,0,0,1,0,0
2181,1970,Graduation,Married,70617.0,0,45,23-06-2013,0,1,3,3,7,2,0,0,0,0,0
8315,1995,Graduation,Single,34824.0,0,65,26-03-2014,0,1,1,0,2,6,0,0,0,0,0
1321,1974,Graduation,Married,26067.0,1,49,04-11-2013,0,3,3,0,3,8,0,0,0,0,0
4070,1969,PhD,Married,94871.0,2,99,01-09-2012,0,1,8,5,4,7,0,0,0,1,1
387,1976,Basic,Married,7500.0,0,59,13-11-2012,0,1,2,0,3,8,0,0,0,0,0
9432,1977,Graduation,Together,666666.0,1,23,02-06-2013,0,4,3,1,3,6,0,0,0,0,0
10505,1960,Master,Together,73113.0,0,86,26-12-2013,0,1,3,4,7,2,0,0,0,0,0
8148,1956,Master,Together,50898.0,2,88,08-01-2013,0,13,6,2,12,5,0,0,0,0,0
8086,1959,Graduation,Married,42243.0,2,34,11-12-2013,0,2,2,0,3,7,0,0,0,0,0
4088,1962,PhD,Together,31497.0,1,22,06-12-2012,0,2,3,1,4,8,0,0,0,0,0
10424,1968,Graduation,Single,75922.0,0,60,09-12-2013,0,1,4,4,9,1,0,0,0,0,0
6619,1978,Graduation,Married,38415.0,2,91,02-01-2013,0,2,1,0,3,7,0,0,0,0,0
2495,1974,Master,Married,83891.0,1,24,20-06-2014,0,1,4,7,10,1,0,0,0,0,0
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,2,3,1,2,7,0,0,1,0,0
7807,1974,Graduation,Married,44989.0,1,26,12-09-2012,0,13,5,1,5,6,0,0,0,0,0
2157,1972,Graduation,Together,26290.0,2,49,12-01-2013,0,4,2,0,4,6,0,0,0,0,0
5796,1963,Graduation,Married,77437.0,0,70,26-11-2013,0,1,4,5,13,1,0,0,0,0,1
5324,1981,PhD,Married,58293.0,1,94,19-01-2014,0,5,5,3,6,5,0,0,0,0,0
492,1973,PhD,YOLO,48432.0,1,3,18-10-2012,0,5,7,1,6,8,0,0,0,0,0
8707,1956,Graduation,Married,79456.0,0,12,22-08-2012,0,1,5,6,4,3,0,0,0,0,0
6445,1967,Graduation,Together,66825.0,0,73,14-07-2013,0,1,4,5,6,2,0,0,0,0,0
7118,1957,Graduation,Married,73803.0,1,61,01-08-2012,0,2,9,5,6,6,0,0,1,0,0
1065,1963,Graduation,Single,80695.0,0,85,29-12-2013,0,1,5,8,5,2,0,0,0,0,0
4290,1972,Graduation,Married,30467.0,1,8,19-03-2014,0,1,1,0,2,7,0,0,0,0,0
2730,1955,Graduation,Single,80317.0,0,64,20-08-2013,0,1,3,4,10,1,0,0,0,0,0
7414,1971,Graduation,Married,43824.0,2,18,15-09-2012,0,4,3,1,4,8,0,0,0,0,0
5138,1950,Graduation,Together,28320.0,1,68,14-01-2013,0,1,1,0,3,8,0,0,0,0,0
4915,1956,2n Cycle,Married,53230.0,1,86,03-08-2012,0,4,5,2,12,5,0,0,0,0,0
8602,1964,Graduation,Divorced,69932.0,1,97,12-06-2013,0,2,7,6,11,4,0,0,0,0,0
2561,1966,Graduation,Single,63810.0,1,45,11-11-2012,0,4,4,3,12,8,0,0,0,1,0
9213,1970,Graduation,Widow,31880.0,1,13,31-10-2012,0,1,1,0,2,8,0,0,0,0,0
10741,1951,Master,Together,47352.0,1,70,11-04-2013,0,4,6,1,5,7,0,0,0,0,0
5294,1989,Graduation,Single,18358.0,1,49,20-11-2013,0,3,3,0,4,7,0,0,0,0,0
3783,,PhD,Married,52854.0,2,43,24-03-2014,0,2,2,1,4,5,0,0,0,0,0
640,1951,Graduation,Married,57304.0,1,61,11-03-2013,0,2,7,6,10,5,0,0,0,0,0
6263,1968,Graduation,Together,35322.0,3,34,22-08-2012,0,3,2,0,4,8,0,0,0,0,0
8858,1972,PhD,Married,44325.0,1,69,07-03-2013,0,4,8,2,7,8,0,0,0,1,0
1204,1970,PhD,Married,67536.0,1,45,22-05-2013,0,3,11,5,11,8,1,0,0,0,0
6200,1951,Graduation,Married,75903.0,1,50,,0,2,6,6,9,3,0,0,0,0,0
5121,1977,Graduation,Single,56628.0,1,30,21-03-2014,0,2,7,6,5,5,0,0,1,0,0
10749,1991,Graduation,Single,8028.0,0,62,18-09-2012,0,15,0,1,0,19,0,0,0,0,0
5181,1982,Basic,Single,24367.0,1,58,20-03-2013,0,1,1,0,2,9,0,0,0,0,0
8945,1970,Graduation,Divorced,54137.0,1,46,16-08-2013,0,2,4,1,4,6,0,0,0,0,0
8397,1951,Graduation,Married,44689.0,2,82,10-01-2014,0,2,1,1,2,7,0,0,1,0,0
10176,1968,Graduation,Single,57107.0,1,44,24-08-2012,0,7,4,4,8,8,0,1,0,1,0
833,1955,Master,Married,38452.0,2,62,30-03-2014,0,3,3,0,3,7,0,0,0,0,0
3856,1960,Graduation,Together,63381.0,1,78,05-10-2012,0,4,4,5,13,2,0,0,0,0,0
1876,1990,Graduation,Married,18929.0,0,15,16-02-2013,0,1,1,0,4,6,0,0,0,0,0
2154,1971,Graduation,Widow,30372.0,2,33,25-12-2012,0,3,2,0,3,7,0,0,0,0,0
2130,1982,Graduation,Together,45203.0,2,4,23-03-2014,0,1,3,1,3,6,0,0,0,0,0
8560,1992,Graduation,Single,48789.0,0,94,10-09-2012,0,1,6,4,7,6,0,0,0,0,0
8070,1973,PhD,Married,54222.0,1,98,01-03-2014,0,1,3,3,5,3,0,0,0,0,0
8969,1977,Graduation,Married,71855.0,1,59,16-01-2013,0,4,5,5,11,3,0,0,0,0,0
4552,1991,Graduation,Married,51373.0,0,37,22-06-2013,0,1,3,5,3,4,0,0,0,0,0
3386,1992,Graduation,Married,34935.0,0,71,21-06-2013,0,1,2,1,4,7,0,0,0,0,0
11121,1981,Graduation,Married,19419.0,1,76,10-11-2012,0,4,4,0,3,9,0,0,0,0,0
2802,1992,2n Cycle,Married,87000.0,0,61,15-12-2012,0,1,4,6,7,2,0,0,0,0,0
10995,1988,2n Cycle,Married,15716.0,1,8,12-11-2012,1,3,3,0,4,8,0,0,0,0,0
1958,1973,PhD,Together,55012.0,1,85,21-03-2014,0,6,8,2,9,5,0,0,0,0,0
5376,1979,Graduation,Married,2447.0,1,42,06-01-2013,0,15,0,28,0,1,0,0,0,0,0
850,1968,Graduation,Single,70566.0,1,4,06-10-2013,0,2,6,5,9,3,0,0,0,0,0
642,1980,Basic,Married,16005.0,1,69,14-08-2012,0,3,2,1,2,8,0,0,0,0,0
7798,1972,2n Cycle,Together,46344.0,1,28,14-12-2012,0,4,7,1,5,7,0,0,0,0,0
3598,1972,Graduation,Married,62710.0,1,53,23-05-2013,0,4,4,2,12,4,0,0,0,0,0
10691,1960,Master,Married,28520.0,2,55,14-06-2013,0,1,1,1,2,6,0,0,0,0,0
448,1978,PhD,Single,54880.0,1,57,01-03-2013,0,2,6,2,11,5,0,0,0,0,0
5896,1987,Master,Married,73395.0,0,94,18-03-2014,0,1,4,4,6,2,0,0,0,0,0
176,1980,2n Cycle,Single,67506.0,1,73,02-01-2014,0,1,4,1,6,3,0,0,0,0,0
10839,1976,Graduation,Together,36283.0,2,42,14-04-2014,0,2,1,0,3,4,0,0,0,0,0
2516,1969,2n Cycle,Married,46831.0,2,84,08-06-2013,0,2,1,2,2,4,0,0,0,0,0
7128,1977,PhD,Single,42997.0,2,91,07-12-2013,0,1,1,0,2,7,0,0,0,0,0
6720,1968,Master,Together,43795.0,1,11,16-10-2013,0,3,7,3,4,7,0,0,0,1,0
2804,1975,Master,Single,46098.0,2,86,18-08-2012,0,4,3,2,2,8,0,0,0,0,0
8212,1971,Master,Married,39791.0,1,89,28-03-2013,0,2,3,1,4,7,0,0,0,0,0
7683,1968,Master,Married,70777.0,1,80,25-02-2014,0,3,5,3,12,3,0,0,0,0,0
5636,1963,Graduation,Single,30983.0,0,50,09-11-2012,0,1,4,0,3,8,0,0,0,0,0
9977,1973,Graduation,Divorced,78901.0,1,99,17-09-2013,0,3,9,3,5,4,0,0,0,0,0
10955,1964,Graduation,Widow,85620.0,0,68,07-01-2014,0,1,3,6,4,1,0,0,0,0,0
7699,1969,Graduation,Widow,40590.0,2,30,02-10-2013,0,5,3,4,3,6,0,0,1,0,0
10992,1967,Graduation,Together,75702.0,2,77,29-08-2012,0,5,4,6,11,8,0,0,0,0,0
641,1967,Graduation,Single,52074.0,1,77,04-04-2014,0,1,2,2,2,4,0,0,1,0,0
5229,1969,PhD,Together,54132.0,1,81,16-02-2014,0,1,1,0,3,7,0,0,0,0,0
3635,1962,PhD,Single,52597.0,1,69,07-05-2014,0,3,6,3,8,5,0,0,0,0,0
7446,1967,Master,Together,62513.0,1,16,09-09-2013,0,2,6,4,10,6,0,0,0,0,0
2461,1955,Master,Single,51124.0,2,79,18-12-2013,0,2,1,0,3,3,0,0,0,0,0
4426,1975,Graduation,Single,55801.0,2,35,22-09-2013,0,6,7,2,6,7,1,0,0,0,0
11188,1957,Graduation,Together,26091.0,2,84,25-02-2014,0,3,2,1,3,5,0,0,0,0,0
1081,1957,PhD,Married,75283.0,3,26,27-03-2013,0,11,6,3,5,4,0,0,0,0,0
5302,1986,Graduation,Together,78394.0,0,13,15-02-2013,0,1,4,6,5,2,0,0,0,0,0
9349,1985,Graduation,Married,92533.0,0,84,19-12-2013,0,1,6,5,11,2,1,0,0,0,1
10175,1958,PhD,Divorced,32173.0,1,0,01-08-2013,0,1,1,0,3,4,0,0,0,0,0
257,1959,PhD,Married,75032.0,1,74,28-04-2013,0,2,5,4,9,3,0,0,0,0,0
7505,1957,PhD,Married,44155.0,2,24,19-01-2014,0,1,1,1,2,4,0,0,0,0,0
5329,1949,PhD,Divorced,35946.0,2,24,27-09-2013,0,1,0,0,3,5,0,0,0,0,0
1168,1978,PhD,Married,72159.0,0,62,29-10-2012,0,1,4,6,10,2,0,0,0,0,0
4856,1957,2n Cycle,Married,82347.0,0,38,06-11-2012,0,1,7,7,10,3,1,0,1,0,0
7828,1981,Master,Together,77882.0,0,29,30-04-2014,0,1,3,3,5,1,0,0,0,0,0
5939,,Graduation,Together,38232.0,2,84,17-01-2014,0,4,3,1,3,5,0,0,0,0,0
1734,1968,PhD,Together,40706.0,3,37,17-01-2013,0,4,3,0,4,7,0,0,0,0,0
9260,1945,PhD,Married,70356.0,0,20,05-11-2012,0,2,10,6,9,6,0,0,0,0,0
5303,1974,PhD,Together,79632.0,0,42,08-04-2014,0,1,6,4,9,2,0,0,0,0,0
9426,1964,Master,Single,58308.0,1,77,12-01-2013,0,4,2,6,3,8,0,0,0,0,0
8962,1975,Master,Married,44319.0,2,18,17-04-2014,0,2,2,0,3,5,0,0,0,0,0
9197,1953,Graduation,Married,39722.0,1,92,24-02-2014,0,2,2,0,3,5,0,0,0,0,0
1618,1965,Graduation,Together,56046.0,0,9,02-01-2013,0,2,10,1,8,8,0,0,1,0,0
8545,1954,Graduation,Divorced,85683.0,0,6,21-03-2014,0,1,2,4,10,1,1,1,0,1,1
9449,1958,PhD,Single,79761.0,1,32,,0,1,5,2,11,3,0,0,0,0,0
9478,1985,Graduation,Single,66503.0,1,30,14-08-2012,0,2,4,3,6,3,0,0,0,0,0
